"text", "translation"
"GⅠを1番人気で6回以上出走し、\nマイルCS、安田記念、有馬記念で勝利して\nファン数が240000人以上になる","<size=22>Participate a GI race ≥6 times being the 1st popular\nWin the Mile Championship, Yasuda Kinen, and Arima Kinen\nEarn a total of ≥240000 fans</size>"
"天皇賞（春）、宝塚記念、天皇賞（秋）、\nジャパンC、有馬記念を含む重賞8連勝以上する","Win a race ≥8 times in a row including the Tenno Sho (Spring), Takarazuka Kinen, Tenno Sho (Autumn), Japan Cup, and Arima Kinen"
"作戦「逃げ」かつ無敗で朝日杯FS、皐月賞、日本ダービーを\n1番人気で勝利し、スタミナ1200以上になる","<size=22>Win the Asahi Hai Futurity Stakes, Satsuki Sho, and Japan Derby as a runner being the 1st popular while having zero losses\nReach ≥1200 stamina</size>"
"JBCクラシック、帝王賞、東京大賞典を含む\nダート重賞を作戦「逃げ」で9連勝以上する","Win a dirt big race ≥9 times in a row as a runner including the JBC Classic, Teio Sho, and Tokyo Daishoten"
"スプリンターズSと高松宮記念を含む\n1200ｍのレースを9勝以上し、\nファン数が240000人以上になる","Win a race of 1200m ≥9 times including the Sprinters Stakes and Takamatsunomiya Kinen\nEarn a total of ≥240000 fans"
"芝とダートのGⅠをそれぞれ3勝以上する","Win a turf and dirt GI race 3 times each"
"桜花賞、NHKマイルC、ヴィクトリアマイル、\nマイルCS、安田記念を1番人気で勝利する","Win the Oka Sho, NHK Mile Cup, Victoria Mile, Mile Championship, and Yasuda Kinen being the 1st popular"
"メイクデビューに出走する","Participate the Make Debut"
"かけがえのない絆を感じるひとときを過ごす","Spend a little time to feel irreplaceable bonds (Get the onsen ticket and win the training scenario)"
"URAファイナルズ決勝で勝利する","Win the URA Finals Final"
"桜花賞、オークス、秋華賞を勝利する","Win the Oka Sho, Oaks, and Shuka Sho"
"アイビスサマーダッシュ、ルミエールオータムダッシュ、\n韋駄天ステークスで勝利する","Win the Ibis Summer Dash, Lumiere Autumn Dash, and Idaten Stakes"
"シンザン記念、共同通信杯、弥生賞、セントライト記念を勝利する","Win the Shinzan Kinen, Kyodo Tsushin Hai, Yayoi Sho, and St. Lite Kinen"
"青葉賞と日本ダービーを勝利する","Win the Aoba Sho and Japan Derby"
"基礎能力[スピード]が1200以上になる","Reach ≥1200 speed"
"ホープフルステークスを勝利、有馬記念を二連覇する","Win the Hopeful Stakes once and Arima Kinen twice"
"阪神JFまたは朝日杯FSを勝利し、\n大阪杯、桜花賞、宝塚記念を勝利する","<size=22>Win the Hanshin Juvenile Fillies or Asahi Hai Futurity Stakes\nWin the Oosaka Hai, Oka Sho, and Takarazuka Kinen</size>"
"NHKマイルカップと日本ダービーを勝利する","Win the NHK Mile Cup and Japan Derby"
"基礎能力[パワー]と[根性]がそれぞれ1000以上になる","Reach ≥1000 power and guts"
"目標を全て達成し、無敗で育成を完了する","Clear all objectives and complete the training while winning every single race"
"安田記念（クラシック級）を勝利する","Win the Yasuda Kinen in 2nd year"
"宝塚記念（クラシック級）を勝利する","Win the Takarazuka Kinen in 2nd year"
"長距離GⅠと短距離GⅠをそれぞれ勝利する","Win a GI race of short and long distance each once"
"ファン数が500000人以上になる","Earn a total of ≥500000 fans"
"GⅠを10勝する","Win a GI race 10 times"
"全てのトレーニングレベルが3以上で育成を完了する","Complete the training with all infrastructure at level ≥3"
"短距離、マイル、中距離、長距離、ダートの重賞を\nそれぞれ1勝ずつする","Win a dirt big race of every distance each once"
"やる気「不調」以下でGⅠを5勝する","Win a GI race 5 times with bad condition"
"大井レース場のGⅠを4勝する","Win a race held in Ooi race course 4 times"
"作戦「逃げ」「先行」「差し」「追込」それぞれで\n重賞を1回以上勝利する","Win a big race once each as a runner, leader, betweener, and chaser"
"どちらかが育成で日本ダービーを勝利したウマ娘から想いを継承し、\n日本ダービーを勝利する","Inherit memories from parents that won the Japan Derby\nWin the Japan Derby"
"どちらかが育成で菊花賞を勝利したウマ娘から想いを継承し、\n菊花賞を勝利する","Inherit memories from parents that won the Kikka Sho\nWin the Kikka Sho"
"どちらかが育成で皐月賞を勝利したウマ娘から想いを継承し、\n皐月賞を勝利する","Inherit memories from parents that won the Satsuki Sho\nWin the Satsuki Sho"
"どちらかが育成で桜花賞を勝利したウマ娘から想いを継承し、\n桜花賞を勝利する","Inherit memories from parents that won the Oka Sho\nWin the Oka Sho"
"どちらかが育成でオークスを勝利したウマ娘から想いを継承し、\nオークスを勝利する","Inherit memories from parents that won the Oaks\nWin the Oaks"
"どちらかが短距離適性A以上のウマ娘から想いを継承し、\n3000m以上のGⅠを勝利する","Inherit memories from parents with ≥A short distance aptitude\nWin a GI race of 3000m or higher once"
"継承元2人のGI勝利数合計11勝以上でウマ娘から想いを継承し、\nスペシャルウィーク、セイウンスカイ、グラスワンダー、\nエルコンドルパサーにそれぞれ3回以上勝利する","<size=22>Inherit memories from parents whose grandparents won a GI race ≥11 times in total\nWin against Special Week, Seiun Sky, Grass Wonder, and El Condor Pasa 3 times each</size>"
"菊花賞、天皇賞（春）を勝利し、\n基礎能力[スタミナ]が1200以上\nファン数が320000人以上になる","<size=22>Win the Kikka Sho and Tenno Sho (Spring)\nReach ≥1200 stamina\nEarn a total of ≥320000 fans</size>"
"重賞を勝利する","Win a big race once"
"GⅡを勝利する","Win a GII race once"
"GⅠを勝利する","Win a GI race once"
"10回以上レースに出走し、勝率が80％以上になる","Participate a race ≥10 times with a 80% winning rate"
"10回以上レースに出走し、\n全てのレースでやる気「絶好調」で出走し続けて育成を完了する","<size=22>Participate a race ≥10 times with perfect condition in every single race\nComplete the training</size>"
"重賞を大差で2回以上勝利する","Win a big race 2 times with difference of large margin"
"どちらも基礎能力[賢さ]が600以上のウマ娘から想いを継承し、\n基礎能力[賢さ]が600以上になる","Inherit memories from parents with ≥600 wisdom\nReach ≥600 wisdom"
"どちらも基礎能力[スピード]が1200以上のウマ娘から想いを継承し、\n基礎能力[スピード]が1200以上になる","Inherit memories from parents with ≥1200 speed\nReach ≥1200 speed"
"どちらも基礎能力[スタミナ]が1200以上のウマ娘から想いを継承し、\n基礎能力[スタミナ]が1200以上になる","Inherit memories from parents with ≥1200 stamina\nReach ≥1200 stamina"
"どちらも基礎能力[パワー]が1200以上のウマ娘から想いを継承し、\n基礎能力[パワー]が1200以上になる","Inherit memories from parents with ≥1200 power\nReach ≥1200 power"
"どちらも基礎能力[根性]が1200以上のウマ娘から想いを継承し、\n基礎能力[根性]が1200以上になる","Inherit memories from parents with ≥1200 guts\nReach ≥1200 guts"
"どちらも基礎能力[賢さ]が1200以上のウマ娘から想いを継承し、\n基礎能力[賢さ]が1200以上になる","Inherit memories from parents with ≥1200 wisdom\nReach ≥1200 wisdom"
"どちらかが育成で有馬記念と宝塚記念を\n勝利したウマ娘から想いを継承し、\n有馬記念と宝塚記念を勝利する","Inherit memories from parents that won the Arima Kinen and Takarazuka Kinen\nWin the 2 of them"
"どちらかが基礎能力[賢さ]が1200以上、\nもう1人が基礎能力[賢さ]が400未満のウマ娘から想いを継承する","Inherit memories from one parent with ≥1200 wisdom\nand the other parent with ≤400 wisdom"
"育成でクラシック三冠を制覇したウマ娘と\n育成でトリプルティアラを制覇したウマ娘から想いを継承をする","Inherit memories from parents that won the Classic Triple Crown\nWin the Triple Tiara and complete the training"
"どちらも育成で無敗のウマ娘から想いを継承し、\n10回以上レースに出走し、無敗のまま育成を完了する","<size=22>Inherit memories from parents that won every single race\nParticipate a race ≥10 times and complete the training while winning every single race</size>"
"どちらも基礎能力[賢さ]が1200以上のウマ娘から想いを継承し、\n基礎能力[賢さ]が400未満で育成を完了する","Inherit memories from parents with ≥1200 wisdom\nReach ≤400 wisdom and complete the training"
"どちらかが育成で皐月賞、日本ダービー、菊花賞を\n勝利したウマ娘から想いを継承し、\n皐月賞、ダービー、菊花賞を勝利する","Inherit memories from parents that won the Satsuki Sho, Japan Derby, and Kikka Sho\nWin the 3 of them"
"どちらかが育成で無敗で皐月賞、日本ダービー、菊花賞を\n勝利したウマ娘から想いを継承し、\n無敗で皐月賞、ダービー、菊花賞を勝利する","<size=22>Inherit memories from parents that won every single race including the Satsuki Sho, Japan Derby, Kikka Sho\nWin the 3 of them while having zero losses</size>"
"どちらも育成ランク[C]以下のウマ娘から想いを継承し、\n育成ランクA以上で育成を完了する","<size=22>Inherit memories from parents with ≤C rank\nComplete the training with ≥A rank</size>"
"どちらかが育成で桜花賞、オークス、秋華賞を\n勝利したウマ娘から想いを継承し、\n桜花賞、オークス、秋華賞を勝利する","Inherit memories from parents that won the Oka Sho, Oaks, and Shuka Sho\nWin the 3 of them"
"どちらかが育成で無敗で桜花賞、オークス、秋華賞を\n勝利したウマ娘から想いを継承し、\n無敗で桜花賞、オークス、秋華賞を勝利する","<size=22>Inherit memories from parents that won every single race including the Oka Sho, Oaks, and Shuka Sho\nWin the 3 of them while having zero losses</size>"
"どちらもファン数が460000人以上のウマ娘から想いを継承し、\nファン数が480000人以上になる","Inherit memories from parents with ≥460000 fans\nEarn a total of ≥480000 fans"
"全レースで2着以内で、\n菊花賞、天皇賞（春）、宝塚記念を勝利し、\n目標を全て達成し育成を完了する","<size=22>Finish ≥2nd in every single race\nWin the Kikka Sho, Tenno Sho (Spring), and Takarazuka Kinen\nClear all objectives and complete the training</size>"
"作戦「追込」で皐月賞でラストの直線で4人以上を抜いて勝利し、\n作戦「追込」で天皇賞（春）を勝利し、\n基礎能力[根性]が1200以上になる。","<size=22>Win the Satsuki Sho as a chaser by breaking through ≥4 people in the last straight\nWin the Tenno Sho (Spring) as a chaser\nReach ≥1200 guts</size>"
"皐月賞を3 1/2バ身差以上で勝利し、\n日本ダービーを5バ身差以上で勝利し、\n菊花賞を7バ身差以上で勝利し、有馬記念を二連覇する","<size=22>Win the Satsuki Sho, Japan Derby, and Kikka Sho with\ndifference of ≥3 1/2 lengths, ≥5 lengths, and ≥7 lengths\nand win the Arima Kinen twice</size>"
