"text", "translation"
"1番人気のウマ娘と作戦が同じだと\n能力を少し発揮しやすい","作戰和人氣第一的馬娘相同的話能力稍微上升"
"4番人気以下のレースで\n能力を発揮しやすい","自己的人氣排名為四名以下時能力上升"
"4番人気以下のレースで\n能力を少し発揮しやすい","自己的人氣排名為四名以下時能力稍微上升"
"GⅠのレースが少し苦手になる","GⅠ的比賽變得稍微不擅長"
"1番人気になる事が少し苦手になる","不擅長自己變為人氣第一的事情"
"コーナーが得意になり\n速度が上がる","彎道得意\n速度上升"
"コーナーが得意になり\n速度がわずかに上がる","彎道得意\n速度略微提高"
"コーナーが苦手になり\n速度が少し下がる","彎道苦手\n速度略微下降"
"華麗なコーナーワークで\n加速力が上がる","華麗的過彎\n加速力提高"
"華麗なコーナーワークで\n加速力がわずかに上がる","華麗的過彎\n加速力略微提高"
"ぎこちないコーナーワークで\n加速力が少し下がる","不自然的過彎\n加速力略微下降"
"無駄のないコーナリングで\n持久力が回復する","不浪費體力過彎\n耐力恢復"
"無駄のないコーナリングで\n持久力がわずかに回復する","不浪費體力過彎\n耐力略微恢復"
"無駄の多いコーナリングで\n持久力が少し減少する","浪費了體力過彎\n耐力稍微減少"
"直線で速度が上がる","直線速度上升"
"直線で速度がわずかに上がる","直線速度略微上升"
"直線で加速力が上がる","直線加速力上升"
"直線で加速力がわずかに上がる","直線加速力略微上升"
"直線で持久力が回復する","直線耐力恢復"
"直線で持久力がわずかに回復する","直線耐力稍微恢復"
"上り坂で少し\n疲れてしまいがちになる","在上坡時\n容易有點疲勞"
"周りを囲まれると\n持久力が少し減少する","被包圍的話\n耐力稍微減少"
"最終直線で最後方付近にいると\n少しあきらめてしまいがちになる","最終直線處於最後方的話\n有點容易放棄"
"残り200m付近で先頭だと\n少し油断しがちになる","剩下200m附近領先的話\n會變得有點疏忽大意"
"スタートが得意になり\n出遅れる時間が少なくなる","擅長開始\n出發遲到的時間變少"
"スタートが得意になり\n出遅れる時間がわずかに少なくなる","擅長開始\n出發遲到的時間稍微變少"
"スタートが苦手になり\n出遅れる時間が少し増える","不擅長開始\n出發遲到的時間稍微增加"
"レース序盤に前が詰まった時に\n強い意志を保ち持久力が回復する","比賽序盤前方堵塞的時候\n保持堅強的意志恢復耐力"
"レース序盤に前が詰まった時に\n隠れて持久力がわずかに回復する","比賽序盤前方堵塞的時候\n隱藏耐力稍微恢復"
"レース序盤にコース取りがうまくなる","比賽序盤掌握好路線"
"レース序盤にコース取りが\n少しうまくなる","比賽序盤時\n路線會稍微好一些"
"レース中盤に追い抜くと\n速度が上がる","比賽中盤超越的話\n速度提高"
"レース中盤に追い抜くと\n速度がわずかに上がる","比賽中盤超越的話\n速度稍微提高"
"レース中盤に追い抜かれると\n持久力が回復する","比賽中盤被超越的話\n耐力恢復"
"レース中盤に追い抜かれると\n持久力がわずかに回復する","比賽中盤被超越的話\n耐力稍微恢復"
"レース中盤に囲まれると\n持久力が回復する","比賽中盤被包圍的話\n耐力恢復"
"レース中盤に囲まれると\n持久力がわずかに回復する","比賽中盤被包圍的話\n耐力稍微恢復"
"ラストスパートで前が塞がれた時の\n立ち回りがうまくなる","最後衝刺時前方被堵死的時候\n站位會變好"
"ラストスパートで前が塞がれた時の\n立ち回りがわずかにうまくなる","最後衝刺時前方被堵死的時候\n站位會稍微變好"
"レース終盤にコース取りがうまくなる","比賽終盤掌握好路線"
"レース終盤にコース取りが\n少しうまくなる","比賽終盤稍微掌握好路線"
"ラストスパートで速度が上がる","最後衝刺的速度提高"
"ラストスパートで速度がわずかに上がる","最後衝刺的速度稍微提高"
"先頭で大きくリードし過ぎると\n少し疲れてしまいがちになる","如果在前方大幅領先的話\n容易有點疲勞"
"レース序盤で\n前に行きやすくなる＜作戦・逃げ＞","比賽序盤\n容易前進＜作戦・逃げ＞"
"レース序盤でわずかに\n前に行きやすくなる＜作戦・逃げ＞","比賽序盤\n稍微容易前進＜作戦・逃げ＞"
"レース中盤で\n前に行きやすくなる＜作戦・逃げ＞","比賽中盤\n容易前進＜作戦・逃げ＞"
"レース中盤でわずかに\n前に行きやすくなる＜作戦・逃げ＞","比賽中盤\n稍微容易前進＜作戦・逃げ＞"
"最終コーナーで先頭を\nキープしやすくなる＜作戦・逃げ＞","更容易在\n最後的彎道保持領先＜作戦・逃げ＞"
"最終コーナーで先頭をわずかに\nキープしやすくなる＜作戦・逃げ＞","更容易在\n最後的彎道稍微保持領先＜作戦・逃げ＞"
"レース序盤で疲れにくくなる\n＜作戦・先行＞","比赛序盘不容易疲劳\n＜作戦・先行＞"
"レース序盤でわずかに疲れにくくなる\n＜作戦・先行＞","比賽序盤稍微不容易疲勞\n＜作戦・先行＞"
"レース中盤で疲れにくくなる\n＜作戦・先行＞","比賽中盤不容易疲勞\n＜作戦・先行＞"
"レース中盤でわずかに疲れにくくなる\n＜作戦・先行＞","比賽中盤稍微不容易疲勞\n＜作戦・先行＞"
"最終コーナーで抜け出しやすくなる\n＜作戦・先行＞","最後的彎道容易脫身\n＜作戦・先行＞"
"最終コーナーでわずかに\n抜け出しやすくなる＜作戦・先行＞","最後的彎道\n稍微容易脫身＜作戦・先行＞"
"レース中盤で速度が上がる\n＜作戦・差し＞","比賽中盤提高速度\n＜作戦・差し＞"
"レース中盤で速度がわずかに上がる\n＜作戦・差し＞","比賽中盤稍微提高速度\n＜作戦・差し＞"
"レース終盤で加速力が上がる\n＜作戦・差し＞","比賽終盤加速力提高\n＜作戦・差し＞"
"レース終盤で加速力がわずかに上がる\n＜作戦・差し＞","比賽終盤加速力稍微提高\n＜作戦・差し＞"
"最終コーナーで外から追い抜くと\n速度が上がる＜作戦・差し＞","最後的彎道從外面超越的話\n速度就會提高＜作戦・差し＞"
"最終コーナーで外から追い抜くと\n速度がわずかに上がる＜作戦・差し＞","最後的彎道從外面超越的話\n速度就會稍微提高＜作戦・差し＞"
"レース中盤に脚を溜めて\n疲れにくくなる＜作戦・追込＞","比賽中盤\n不容易疲勞＜作戦・追込＞"
"レース中盤に脚を溜めて\nわずかに疲れにくくなる＜作戦・追込＞","比賽中盤\n稍微不容易疲勞＜作戦・追込＞"
"レース終盤に追い込み態勢に入り\n位置を上げる＜作戦・追込＞","比賽終盤最後衝刺狀態\n提高位置＜作戦・追込＞"
"レース終盤に追い込み態勢に入り\n位置をわずかに上げる＜作戦・追込＞","比賽終盤最後衝刺狀態\n稍微提高位置＜作戦・追込＞"
"ラストスパートの直線で\n加速力が上がる＜作戦・追込＞","最後衝刺的直線\n加速力上升＜作戦・追込＞"
"ラストスパートの直線で\n加速力がわずかに上がる＜作戦・追込＞","最後衝刺的直線\n加速力稍微上升＜作戦・追込＞"
"直線で加速力が上がる\n＜短距離＞","直線加速力提高\n＜短距離＞"
"直線で加速力がわずかに上がる\n＜短距離＞","直線加速力稍微提高\n＜短距離＞"
"レース中盤に後ろの方だと\nわずかに疲れにくくなる＜短距離＞","比賽終盤靠後的話\n稍微不容易疲勞＜短距離＞"
"レース終盤に後ろの方だと\nスパートしやすくなる＜短距離＞","比賽終盤靠後的話\n容易衝刺＜短距離＞"
"レース終盤に後ろの方だとわずかに\nスパートしやすくなる＜短距離＞","比賽終盤靠後的話\n稍微容易衝刺＜短距離＞"
"レース序盤に先頭だと\n差を広げやすくなる＜マイル＞","比賽序盤領先的話\n容易拉大差距＜マイル＞"
"レース序盤に先頭だとわずかに\n差を広げやすくなる＜マイル＞","比賽序盤領先的話\n稍微容易拉大差距＜マイル＞"
"レース序盤に後ろの方だと\n疲れにくくなる＜マイル＞","比賽序盤靠後的話\n不容易疲勞＜マイル＞"
"レース序盤に後ろの方だと\nわずかに疲れにくくなる＜マイル＞","比賽序盤靠後的話\n稍微不容易疲勞＜マイル＞"
"レース終盤に後ろの方だと\n追い抜く力が上がる＜マイル＞","比賽終盤靠後的話\n超越的能力就會提高＜マイル＞"
"レース終盤に後ろの方だと\n追い抜く力がわずかに上がる＜マイル＞","比賽終盤靠後的話\n超越的能力就會稍微提高＜マイル＞"
"レース中盤に先頭だと\n疲れにくくなる＜中距離＞","比賽中盤領先的話\n不容易疲勞＜中距離＞"
"レース中盤に先頭だと\nわずかに疲れにくくなる＜中距離＞","比賽中盤領先的話\n稍微不容易疲勞＜中距離＞"
"レース中盤に前の方だと\n好位置を取りやすくなる＜中距離＞","比賽中盤靠前的話\n容易取得好位置＜中距離＞"
"レース中盤に前の方だとわずかに\n好位置を取りやすくなる＜中距離＞","比賽中盤靠前的話\n稍微容易取得好位置＜中距離＞"
"最終コーナーで追い抜かれると\n差し返しやすくなる＜中距離＞","最後彎道被超越的話\n容易反擊＜中距離＞"
"最終コーナーで追い抜かれると\nわずかに差し返しやすくなる＜中距離＞","最後彎道被超越的話\n稍微容易反擊＜中距離＞"
"直線に入ると息を入れて疲れにくくなる\n＜長距離＞","直線上呼吸不容易疲勞\n＜長距離＞"
"直線に入ると息を入れてわずかに\n疲れにくくなる＜長距離＞","直線上呼吸\n稍微不容易疲勞＜長距離＞"
"最終コーナーで内ラチ側にいると\n速度が上がる＜長距離＞","最後的彎道處於內側的話\n速度提高＜長距離＞"
"最終コーナーで内ラチ側にいると\n速度がわずかに上がる＜長距離＞","最後的彎道處於內側的話\n速度稍微提高＜長距離＞"
"力を出し切った時に\n走る気力が復活する＜長距離＞","使出全力的時候\n奔跑的力量回復＜長距離＞"
"力を出し切った時に\n走る気力がわずかに復活する＜長距離＞","使出全力的時候\n奔跑的力量稍微回復＜長距離＞"
"レース中盤に前の方にいると後ろの\n掛かったウマ娘がわずかに疲れる","比賽中盤處於前方的話\n後方的馬娘會有點累"
"レース中盤に後ろの方にいると前の\n掛かったウマ娘がわずかに疲れる","比賽中盤處於後方的話\n前方的馬娘會有點累"
"作戦が逃げのウマ娘が掛かると\n落ち着くまで時間がかかる","作戰為逃跑的馬娘\n冷靜下來需要時間"
"作戦が先行のウマ娘が掛かると\n落ち着くまで時間がかかる","作戰為先行的馬娘\n冷靜下來需要時間"
"作戦が差しのウマ娘が掛かると\n落ち着くまで時間がかかる","作戰為差し的馬娘\n冷靜下來需要時間"
"作戦が追込のウマ娘が掛かると\n落ち着くまで時間がかかる","作戰為追逐的馬娘\n冷靜下來需要時間"
"レース序盤に作戦・逃げのウマ娘を\nけん制してわずかに疲れやすくする","比賽序盤牽制作戰為逃跑的馬娘\n稍微容易疲勞"
"レース中盤に作戦・逃げのウマ娘を\n焦らせてわずかに疲れやすくする","比賽中盤讓戰為逃跑的馬娘\n著急起來容易疲勞"
"レース終盤に作戦・逃げのウマ娘を\nためらわせて速度をわずかに下げる","比賽終盤讓作戰為逃跑的馬娘\n猶豫降低速度"
"レース序盤に作戦・先行のウマ娘を\nけん制してわずかに疲れやすくする","比賽序盤牽制作戰為先行的馬娘\n稍微容易疲勞"
"レース中盤に作戦・先行のウマ娘を\n焦らせてわずかに疲れやすくする","比賽中盤讓戰為先行的馬娘\n著急起來容易疲勞"
"レース終盤に作戦・先行のウマ娘を\nためらわせて速度をわずかに下げる","比賽終盤讓作戰為先行的馬娘\n猶豫降低速度"
"レース序盤に作戦・差しのウマ娘を\nけん制してわずかに疲れやすくする","比賽序盤牽制作戰為差し的馬娘\n稍微容易疲勞"
"レース中盤に作戦・差しのウマ娘を\n焦らせてわずかに疲れやすくする","比賽中盤讓戰為差し的馬娘\n著急起來容易疲勞"
"レース終盤に作戦・差しのウマ娘を\nためらわせて速度をわずかに下げる","比賽終盤讓作戰為差し的馬娘\n猶豫降低速度"
"レース序盤に作戦・追込のウマ娘を\nけん制してわずかに疲れやすくする","比賽序盤牽制作戰為追込的馬娘\n稍微容易疲勞"
"レース中盤に作戦・追込のウマ娘を\n焦らせてわずかに疲れやすくする","比賽中盤讓戰為追込的馬娘\n著急起來容易疲勞"
"レース終盤に作戦・追込のウマ娘を\nためらわせて速度をわずかに下げる","比賽終盤讓作戰為追込的馬娘\n猶豫降低速度"
"大井レース場が得意になる","非常擅長大井的賽場"
"大井レース場が少し得意になる","稍微擅長大井的賽場"
"大井レース場が少し苦手になる","有點不擅長大井的賽場"
"直線で速度が少し上がる＜短距離＞","直線速度提高＜短距離＞"
"直線で速度がわずかに上がる＜短距離＞","直線速度稍微提高＜短距離＞"
"コーナーで速度が少し上がる\n＜短距離＞","彎道速度提高\n＜短距離＞"
"コーナーで速度がわずかに上がる\n＜短距離＞","彎道速度稍微提高\n＜短距離＞"
"レース中盤に大きく差をつけ先頭だと\nリードを保ちやすい＜短距離＞","比賽中盤拉開很大的差距領先的話\n容易保持領先＜短距離＞"
"レース中盤に大きく差をつけ先頭だと\nリードをわずかに保ちやすい＜短距離＞","比賽中盤拉開很大的差距領先的話\n稍微容易保持領先＜短距離＞"
"レース中盤に前の方にいると\n抜かしやすくなる＜短距離＞","比賽中盤處於前方的話\n容易甩開＜短距離＞"
"レース中盤に前の方にいると\nわずかに抜かしやすくなる＜短距離＞","比賽中盤處於前方的話\n稍微容易甩開＜短距離＞"
"レース中盤でゴールに向けて\n準備を整える＜短距離＞","比賽中盤時\n向終點做好準備＜短距離＞"
"レース中盤でゴールに向けて\n準備を少し整える＜短距離＞","比賽中盤時\n向終點稍微做好準備＜短距離＞"
"レース序盤に前の方にいると\n後方のウマ娘が少し委縮する＜短距離＞","比賽序盤處於前方的話\n後方的馬娘稍微萎縮＜短距離＞"
"レース序盤に後ろの方にいると\n前方のウマ娘が焦る＜短距離＞","比賽序盤處於後方的話\n前方的馬娘著急＜短距離＞"
"レース序盤に後ろの方にいると前方の\nウマ娘がわずかに焦る＜短距離＞","比賽序盤處於後方的話\n前方的馬娘稍微著急＜短距離＞"
"直線で速度が少し上がる＜マイル＞","直線速度上升＜マイル＞"
"直線で速度がわずかに上がる＜マイル＞","直線速度稍微上升＜マイル＞"
"コーナーで速度が少し上がる\n＜マイル＞","彎道上速度加快\n＜マイル＞"
"コーナーで速度がわずかに上がる\n＜マイル＞","彎道上速度稍微加快\n＜マイル＞"
"レース中盤に前の方にいると\n抜かしやすくなる＜マイル＞","比賽中盤處於前方的話\n容易甩開＜マイル＞"
"レース中盤に前の方にいると\nわずかに抜かしやすくなる＜マイル＞","比賽中盤處於前方的話\n稍微容易甩開＜マイル＞"
"レース中盤に追い抜くと\n加速力が上がる＜マイル＞","比賽中盤超越的話\n加速力提高＜マイル＞"
"レース中盤に追い抜くと\n加速力がわずかに上がる＜マイル＞","比賽中盤超越的話\n加速力稍微提高＜マイル＞"
"追い抜きが成功しやすくなる\n＜マイル＞","超越容易成功\n＜マイル＞"
"追い抜きがわずかに成功しやすくなる\n＜マイル＞","超越稍微容易成功\n＜マイル＞"
"レース中盤に先頭にいると\n後ろの速度を少し奪う＜マイル＞","比賽中盤領先的話\n後面的速度會奪走＜マイル＞"
"レース中盤に先頭にいると\n後ろの速度をわずかに奪う＜マイル＞","比賽中盤領先的話\n後面的速度會稍微奪走＜マイル＞"
"レース序盤に後ろにいると\n前の動きを鈍くする＜マイル＞","比賽序盤處於後方的話\n前面的動作會遲緩＜マイル＞"
"レース序盤に後ろにいると\n前の動きをわずかに鈍くする＜マイル＞","比賽序盤處於後方的話\n前面的動作會稍微遲緩＜マイル＞"
"直線で速度が少し上がる＜中距離＞","直線速度提高＜中距離＞"
"直線で速度がわずかに上がる＜中距離＞","直線速度稍微提高＜中距離＞"
"コーナーで速度が少し上がる\n＜中距離＞","彎道處速度提高\n＜中距離＞"
"コーナーで速度がわずかに上がる\n＜中距離＞","彎道處速度稍微提高\n＜中距離＞"
"レース序盤に観察力が高まり\n視野を広く持てる＜中距離＞","比賽序盤觀察力提高\n視野開闊＜中距離＞"
"レース序盤に観察力が高まり\n視野を少し広く持てる＜中距離＞","比賽序盤觀察力提高\n視野稍微開闊＜中距離＞"
"レース中盤に後ろの方にいると\n囲まれにくくなる＜中距離＞","比賽中盤處於後方的話\n不容易被包圍＜中距離＞"
"レース中盤に後ろの方にいると\n少し囲まれにくくなる＜中距離＞","比賽中盤處於後方的話\n稍微不容易被包圍＜中距離＞"
"左右に動いても疲れにくくなる\n＜中距離＞","左右移動也不容易疲勞\n＜中距離＞"
"左右に動いてもわずかに疲れにくくなる\n＜中距離＞","左右移動也稍微不容易疲勞\n＜中距離＞"
"レース終盤に後ろの方にいると\n前の速度を下げる＜中距離＞","比賽終盤處於後方的話\n降低前方的速度＜中距離＞"
"レース終盤に後ろの方にいると\n前の速度をわずかに下げる＜中距離＞","比賽終盤處於後方的話\n稍微降低前方的速度＜中距離＞"
"レース中盤にすぐ前のウマ娘を\n戸惑わせる＜中距離＞","比賽中盤讓前面的馬娘\n感到困惑＜中距離＞"
"レース中盤にすぐ前のウマ娘を\nわずかに戸惑わせる＜中距離＞","比賽中盤讓前面的馬娘\n稍微感到困惑＜中距離＞"
"直線で速度が少し上がる＜長距離＞","直線速度提高＜長距離＞"
"直線で速度がわずかに上がる＜長距離＞","直線速度稍微提高＜長距離＞"
"コーナーで速度が少し上がる\n＜長距離＞","彎道處速度提高\n＜長距離＞"
