"text","translation"
"<color=#ff9900>同一のサポートカード</color>を使用して<color=#ff9900>上限解放</color>をしてみましょう。\n上限解放をするとレベル上限が解放され、\nよりサポートカードのLv強化をすることができます。","Use <color=#ff9900>copies of the same support card</color> to <color=#ff9900>uncap</color>. Uncapping increases the upper level limit and you can further strengthen the support card's Lvl."
"複数枚所持しているサポートカードは<color=#ff9900>蹄鉄</color>に変換できます。\n蹄鉄は貴重なアイテムで、ショップでアイテムと交換できます。\n初獲得のサポートカードはサポートカード一覧に格納され、\n保管室では2枚目以降が表示され、変換可能になります。","Support cards dupes can be converted into <color=#ff9900>Horseshoes</color>. Horseshoes are a valuable item and can be exchanged for items in the store. The first support card you acquire will be stored in the support card list, and the second and subsequent cards will be displayed in the vault and can be converted."
"育成を完了すると<color=#ff9900>殿堂入りウマ娘</color>となって保存されます。\n殿堂入りウマ娘は、チーム競技場や各種レースに出走できる他、\n育成で継承を行うこともできるようになります！\nなお、移籍するといなくなり、元に戻すことはできません。","When you complete the training process, your Uma Musume will be saved in the <color=#ff9900>Hall of Fame</color>. Once in the Hall of Fame, she can enter team competitions and races, and can be inherited in training. Please note that once a horse is transferred, it will disappear and cannot be restored."
"育成ウマ娘のピースは<color=#ff9900>クローバー</color>に変換できます。\nクローバーは貴重で、ショップでアイテムと交換できます。\nピースは育成ウマ娘を解放したり、才能開花にも使用できるため\n変換の際には注意しましょう。","Uma Musume pieces can be converted into <color=#ff9900>clovers</color>. Clovers are valuable and can be exchanged for items in the store. Be careful when converting pieces, as they can be used to release the Uma Musume you are training and to develop new talents."
"チーム＜シリウス＞を率いて、\nウマ娘たちと<color=#ff9900>メインストーリー</color>を進めましょう！\nストーリーを進めると報酬を獲得できます。","Lead your team, Sirius, through the <color=#ff9900>main story</color> with the Uma Musume! You can earn rewards by progressing through the story."
"育成ウマ娘と出会ったり<color=#ff9900>親愛度</color>を高めることで\n<color=#ff9900>ウマ娘ストーリー</color>を進められます！\n親愛度は育成やチーム競技場で上昇します。\nストーリーを進めると報酬を獲得できます。","The <color=#ff9900>story of Uma Musume</color> can be progressed by meeting Uma Musume and increasing their <color=#ff9900>level of affection</color>. You can earn rewards by progressing through the story."
"殿堂入りウマ娘で<color=#ff9900>チーム</color>を結成し、\n<color=#ff9900>チーム競技場</color>で全国のチームと対戦してみましょう。\nチームの活躍に応じて<color=#ff9900>CLASS</color>が上昇し、\n毎週、所属するCLASSに応じて報酬を獲得できます。","Form a <color=#ff9900>team</color> of Hall of Fame Uma Musume and compete against teams from all over the country in the <color=#ff9900>team arena</color>. Your team's <color=#ff9900>CLASS</color> will increase according to its success, and each week you will earn rewards according to the CLASS you belong to."
"優れたレース結果を残すと<color=#ff9900>ハイスコア</color>が記録されます。\n毎週、ハイスコアを元に所属するCLASSが変動します。","A <color=#ff9900>high score</color> will be recorded for outstanding race results. Each week, the CLASS to which you belong will change based on your high score."
"チーム競技場では、一度に<color=#ff9900>条件の異なる5レース</color>が行われます。\nCLASSが上がると1レースあたりに出走できる人数も増え、\n最大で15人のウマ娘が出走できます。\n最強のチームを結成し、チーム競技場に挑戦してみましょう！","In the team arena, five races with different <color=#ff9900>conditions</color> are held at a time. The higher your CLASS, the more people you can run in each race, up to a maximum of 15 Uma Musume. Form the strongest team you can and challenge the team arena!"
"<color=#ff9900>殿堂入りウマ娘</color>たちを編成し、<color=#ff9900>チーム</color>を結成してみましょう。\n条件の異なる5つのレースごとに、\n適性のあった殿堂入りウマ娘を選んでみましょう。\n<color=#ff9900>エース</color>に設定したウマ娘は獲得スコアが<color=#ff9900>1.1倍</color>になります。","Form your own <color=#ff9900>team</color> of <color=#ff9900>Hall of Famers</color>. For each of the five races with different conditions, choose the Uma Musume with the best aptitude. The <color=#ff9900>ace</color> horse girl will get <color=#ff9900>1.1 times</color> the score."
"強い殿堂入りウマ娘を編成すると、\n<color=#ff9900>チーム評価</color>が上がり、<color=#ff9900>チームランク</color>がアップします。\nチームランクが上昇すると報酬も獲得できます。","The more strong Uma Musume you have in your team, the higher your <color=#ff9900>team rating</color> will be and the higher your <color=#ff9900>team rank</color> will be. The higher your team rank, the more rewards you can earn."
"チーム競技場では<color=#ff9900>チーム評価の近い相手</color>と対戦します。\nチーム評価の高い相手チームに勝利するほど、\n獲得するスコアもアップしやすくなります。\n強いチームを編成して、チーム競技場を攻略しましょう！","In the team arena, you will play against <color=#ff9900>opponents with similar team ratings</color>. The higher your team rating, the higher your score will be. Form a strong team and conquer the team arena!"
"殿堂入りウマ娘でレジェンドレースに挑戦してみましょう。\nレースの着順が良いほどたくさんの報酬が獲得できます。\n参加に必要なチケットは開催期間中の「05:00」とLEGENDウマ娘が切り替わるタイミングで補充されます。","Challenge the Legendary Race with your Hall of Fame horse girl. The better you finish the race, the more rewards you can get. The tickets required for participation will be replenished at \"05:00\" during the event period and at the timing when the LEGEND Uma Musume are switched."
"殿堂入りウマ娘でデイリーレースに挑戦してみましょう。\n挑戦するレースに応じて様々な報酬が獲得できます。\n毎日<color=#ff9900>最大枚数まで</color>チケットが補充されます。","Challenge your Hall of Fame horse girl to a daily race. You can earn various rewards depending on the races you challenge. Each day, you will receive up to the <color=#ff9900>maximum number of tickets</color>."
"全国のトレーナーたちと<color=#ff9900>サークルに加入</color>してみましょう。\nメンバー間での交流や、育成を助け合うことができます。","Join a <color=#ff9900>circle</color> with other trainers from around the country. You can interact with other members and help each other with training."
"メンバー同士で<color=#ff9900>様々なアイテム</color>を贈り合うことができます。\nお互いの<color=#ff9900>代表ウマ娘</color>を継承ウマ娘として\n割引でレンタルすることもできます。","Members can give each other a <color=#ff9900>variety of items</color>. You can also rent each other's <color=#ff9900>representative Uma Musume</color> for inheritance at a discount."
"獲得した<color=#ff9900>楽曲</color>のライブを視聴することができます。\n育成ウマ娘や獲得した衣装からメインとバックダンサーを選び、\nお気に入りの組み合わせでライブを行いましょう。\n<color=#ff9900>「歌唱」</color>が付いていると、ウマ娘の歌声を聴くことができます。\n楽曲はメインストーリーや育成などで獲得できます。","You can watch live performances of <color=#ff9900>songs</color> you have acquired. Choose main and back dancers from the Uma Musume you've trained and the costumes you've acquired, and perform the live with your favorite combination. If a song is marked with <color=#ff9900>\"Singing\"</color>, you can listen to Uma Musume's singing voice.\nSongs can be acquired through the main story and training."
"トレーナー情報の確認や設定が行えます。\n<color=#ff9900>誕生日</color>にはホームでウマ娘からお祝いコメントをもらえたり、\n<color=#ff9900>性別</color>を変えることで一部シナリオが変化します。\n（性別はいつでも変更が可能です）","You can check and set your trainer information. On your <color=#ff9900>birthday</color>, you will receive a congratulatory comment from Uma Musume on the home screen, and changing your <color=#ff9900>gender</color> will change some scenarios.   (Gender can be changed at any time)"
"<color=#ff9900>代表ウマ娘</color>や<color=#ff9900>サポートカード</color>を設定することで、\nフォロワーの育成を助けることができます。\n回数に応じて<color=#ff9900>翌日にフレンドPt</color>を獲得できます。\n（プレゼントに贈られます）","You can set up <color=#ff9900>representative Uma Musume</color> and <color=#ff9900>support cards</color> to help your followers in their training. You will earn <color=#ff9900>Friend Pt the next day</color> depending on the number of times you do this. (This will be given as a gift)"
"<color=#ff9900>称号ミッション</color>や<color=#ff9900>イベント</color>などで称号を獲得できます。\n獲得した称号はいつでも付け替えることができます。","You can earn titles through <color=#ff9900>title missions</color> and <color=#ff9900>events</color>. You can change the title you have earned at any time."
"理事長の夢に協力し、コンプリートを目指してみましょう！\n育成中の重賞レースやレジェンドレースなどで\n優勝すると<color=#ff9900>トロフィーと報酬</color>を獲得できます。\nさらに、トロフィーを規定数集めるミッションをクリアすると\n報酬を獲得できます。","Help the Chancellor with his dream and try to complete it! You can earn <color=#ff9900>trophies and rewards</color> when you win the grand prize races and legend races during your training. In addition, you can earn rewards by completing missions to collect the specified number of trophies."
"<color=#ff9900>フォロー</color>したフレンドの代表ウマ娘やサポートカードは\n育成の各リストから選択することができるようになります。\nまた、<color=#ff9900>相互フォロー</color>しているフレンドの育成を助けると\nより多くのフレンドPtを獲得できます。\nフォロワーが少ない場合は<color=#ff9900>おすすめ</color>から探してみましょう。","You can select the representative horse girl and support cards of the friends you <color=#ff9900>follow</color> from each list in training. You can also earn more Friend Pt by helping a friend you are <color=#ff9900>mutually following</color> to train. If you don't have many followers, try looking for them from the <color=#ff9900>recommendations</color>."
"ウマ娘に関わる記録を集めて<color=#ff9900>名鑑Lv</color>を上げてみましょう。\n育成での歴代評価点や、閲覧したストーリーなどに応じて\n名鑑Expが貯まり、名鑑Lvが上がると報酬を獲得できます。","Collect records related to Uma Musume to raise your <color=#ff9900>Name Book Lv</color>. You'll accumulate Name Book Exp based on the evaluation points you've earned through training and the stories you've viewed, and you'll earn rewards as your Name Book Lv increases."
"狙いを定めてウマ娘ぬいぐるみ（ぱかプチ）をGETしましょう！\n挑戦回数<color=#ff9900>3回</color>のうちに1つでも獲得できれば成功です。\n成功すればウマ娘が<color=#ff9900>新しいヒント</color>に目覚めるかも！？","Take aim and get the Uma Musume Plushie (Paka-Puchi)! If you can get at least one of them in the <color=#ff9900>three attempts<color=#ff9900>, you've succeeded. If you succeed, Uma Musume might wake up with a <color=#ff9900>new hint<color=#ff9900>!"
"<color=#ff9900>CLASS2</color>昇級おめでとうございます！\nチーム編成の<color=#ff9900>2枠目</color>が解放されました。\nより多くの殿堂入りウマ娘を編成できるようになりました。","Congratulations on your <color=#ff9900>CLASS 2</color> promotion! The <color=#ff9900>second slot</color> for team formation has been released. The second slot for team formation has been released, allowing you to organize more Uma Musume for the Hall of Fame."
"<color=#ff9900>CLASS3</color>昇級おめでとうございます！\nチーム編成の<color=#ff9900>3枠目</color>が解放されました。\nより多くの殿堂入りウマ娘を編成できるようになりました。","Congratulations on your <color=#ff9900>CLASS 3</color> promotion! The <color=#ff9900>third slot</color> for team formation has been released. The second slot for team formation has been released, allowing you to organize more Uma Musume for the Hall of Fame."
"育成では、ウマ娘ごとに設定された<color=#ff9900>目標レース</color>で良い成績を\n残すことを目指します。レースで良い成績を残すためには、\n<color=#ff9900>トレーニング</color>で<color=#ff9900>基礎能力を成長</color>させましょう！","The aim of the training is to achieve good results in the <color=#ff9900>target races</color> set for each horse girl. In order to achieve good results in races, you need to <color=#ff9900>develop your basic abilities</color> through <color=#ff9900>training</color>!"
"<color=#ff9900>スキル</color>を獲得することで、<color=#ff9900>レース</color>で<color=#ff9900>さまざまな効果</color>を\n得ることができます。\nスキル獲得に必要な<color=#ff9900>スキルPt</color>は主にレースで手に入るほか、\n一部のイベントでも手に入ることがあります。","By acquiring <color=#ff9900>skills</color>, you can gain a <color=#ff9900>variety of effects</color> in <color=#ff9900>races</color>. The Skill Points needed to acquire skills are mainly obtained through races, but can also be obtained through some events."
"<color=#ff9900>体力が少なくなったり</color>、<color=#ff9900>やる気が低くなる</color>とトレーニングや\nレースで思うように実力を発揮できなくなります。\n<color=#ff9900>お休み</color>で体力を回復したり、<color=#ff9900>お出かけ</color>でやる気を上げたりして、\n常にウマ娘の体調に気を配りましょう。","If your horse's <color=#ff9900>physical strength is low</color> or <color=#ff9900>her motivation</color> is low, she will not be able to perform as well as she should in training or races. Always pay attention to your horse girl's physical condition by <color=#ff9900>resting</color> to restore her strength or <color=#ff9900>going out</color> to boost her motivation."
"育成中、ウマ娘のトレーニングや体調に悪い影響を及ぼす\n<color=#ff9900>コンディション</color>を獲得することがあります。\n<color=#ff9900>保健室</color>では悪いコンディションを確率で解消させることが\nできるので、獲得時には早めに保健室を利用しましょう。","During the training process, you may acquire <color=#ff9900>conditions</color> that have a negative effect on your horse girl's training and physical condition. The <color=#ff9900>Infirmary</color> has a chance of eliminating the bad condition, so use the Infirmary as soon as possible when you acquire it."
"ウマ娘の育成中はさまざまなコマンドを実行できます！\nそれぞれのコマンドをバランスよく実行して、担当ウマ娘を\n名ウマ娘に育て上げましょう！","You can execute various commands while training your Uma Musume! Use each command in a well-balanced manner to make your Uma Musume into a great Uma Musume!"
"ジュニア級6月後半からは<color=#ff9900>レース</color>に出走することができます。\n担当ウマ娘をしっかり鍛え上げて<color=#ff9900>1着</color>を目指しましょう！\nレースでは着順に応じてスキル獲得に必要な<color=#ff9900>スキルPt</color>や、\n大レース出走に必要な<color=#ff9900>ファン</color>を獲得することができます。\nまた、着順や着差に応じてランダムでアイテムを獲得できます。","From the latter half of June in Junior class, you can start <color=#ff9900>racing</color>. Train your horse girl well and aim for <color=#ff9900>first place</color>! In races, you earn <color=#ff9900>Skill Points</color> to acquire skills and <color=#ff9900>Fans</color> to run in big races, depending on your finishing position. You'll also earn random items depending on your finishing position and margin."
"ウマ娘たちは<color=#ff9900>メイクデビュー</color>で初めてレースの舞台に立ちます。\nメイクデビューで1着になると、様々なレースに出走することが\n可能になります。\nメイクデビューで1着になれなかった場合は、次のターンから\n出走できる<color=#ff9900>未勝利戦</color>での勝利を目指しましょう！","Uma Musume and her friends make their first appearance on the racing stage in their <color=#ff9900>make debut</color>. If they finish first in their make-up debut, they can run in various races. If you don't finish first in your make-up debut, try to win the <color=#ff9900>Maiden Race</color> that you can start on the next turn!"
"トレーニングで得られるスピードやスタミナなどの<color=#ff9900>基礎能力</color>は\n<color=#ff9900>レース中に発揮する様々な能力</color>と結びついています。\nレースの<color=#ff9900>距離</color>やウマ娘の<color=#ff9900>脚質</color>によっても必要な能力は大きく\n変化するので、<color=#ff9900>担当ウマ娘に合ったトレーニングメニュー</color>を\n立ててみましょう！","The <color=#ff9900>basic abilities</color> such as speed and stamina that you can gain through training are connected to the <color=#ff9900>various abilities that you can display during races</color>. The abilities you need will vary greatly with the <color=#ff9900>distance</color> of the race and your umamusu's <color=#ff9900>running style</color>, so it's best to <color=#ff9900>create a training menu that suits her</color>!"
"レースが行われる<color=#ff9900>バ場</color>と<color=#ff9900>距離</color>はレースごとに違っています。\nウマ娘は<color=#ff9900>バ場適性・距離適性</color>によって、得意なコースと\n不得意なコースがあります。\n<color=#ff9900>レース一覧で★マークが付いているレース</color>を中心に出走して\n勝利を目指しましょう！","The <color=#ff9900>surface and distance</color> where the race takes place is different for each race. There are courses that Uma Musume is good at and those she is not good at depending on her <color=#ff9900>aptitude for the surface and distance</color>. Aim for races that are <color=#ff9900>marked with ★</color> in the race list, and go for the win!"
"レースは<color=#ff9900>プレオープン・オープン・GⅢ・GⅡ・GⅠ</color>の5つの\nグレードに分かれています。\nトゥインクル・シリーズの最高峰GⅠレースの勝利に向けて、\nまずは<color=#ff9900>プレオープン・オープン</color>から勝利を目指しましょう！","The races are divided into five grades: <color=#ff9900>Pre-Open, Open, GIII, GII, and GI</color>. Let's start with the <color=#ff9900>Pre-Open, Open</color> to win the highest G1 race in the Twinkle Series!"
"<color=#ff9900>体力</color>を消費して<color=#ff9900>トレーニング</color>を行うことで、\nウマ娘の<color=#ff9900>基礎能力</color>を成長させることができます。\n賢さのトレーニングでは体力が<color=#ff9900>回復</color>するほか、\n他のトレーニングよりも<color=#ff9900>スキルPt</color>を多く獲得できます。","You can grow your horse girl's <color=#ff9900>basic abilities</color> by spending your <color=#ff9900>energy</color> to <color=#ff9900>train her. In addition to <color=#ff9900>recovering</color> energy, you can also gain more <color=#ff9900>Skill Points</color> from the Wisdom training than from other training."
"<color=#ff9900>サポートカード</color>に編成されたウマ娘と一緒に練習すると、\n<color=#ff9900>トレーニングの効率</color>と<color=#ff9900>絆ゲージ</color>がアップします。\n絆ゲージが貯まると<color=#ff9900>友情トレーニング</color>が発生するようになります。\nまた、サポートカードのウマ娘以外の人物が練習を\n見ていた場合、<color=#ff9900>さまざまなメリット</color>を得られることがあります。","Training with a Uma Musume organized as a <color=#ff9900>support card</color> will increase your <color=#ff9900>training efficiency and bond gauge</color>. When the bond gauge is full, <color=#ff9900>friendship training</color> will occur. Also, if someone other than the Uma Musume on your support card watches you train, you may <color=#ff9900>gain various benefits</color>."
"トレーニングでサポートカードのウマ娘に<color=#ff9900>「！」マーク</color>が\n付いている時は<color=#ff9900>ヒントLvアップ</color>のチャンス！\nトレーニングを成功させると、<color=#ff9900>パートナーが所持している\nスキルのヒントLv</color>がアップすることがあります。\nヒントLvが上がると、<color=#ff9900>獲得に必要なスキルPtが割引</color>になります。","In training, when the horse girl on the support card has a <color=#ff9900>! mark</color> on her, you have a chance to <color=#ff9900>increase the hint Lv</color>! When you successfully complete such a training session, <color=#ff9900>the hint Lv of one of this partner's skills may increase</color>. When this happens you will get a <color=#ff9900>discount on the skill Pt needed to acquire the skill</color>."
"ウマ娘の<color=#ff9900>体力が少ない</color>状態でトレーニングをすると、\nトレーニングに<color=#ff9900>失敗</color>して能力が上がらないことがあります。\nトレーニングに失敗してしまうと<color=#ff9900>さまざまなデメリット</color>が\nあるので、<color=#ff9900>体力</color>と<color=#ff9900>失敗率</color>には常に気を付けましょう！","If you train your Uma Musume when her <color=#ff9900>energy is low</color>, she may <color=#ff9900>fail the training</color> and her ability may not improve. There are <color=#ff9900>various disadvantages to failing a training session, so always keep an eye on her <color=#ff9900>energy and failure rate</color>!"
"<color=#ff9900>スキルPt</color>を消費することで、レース中に発動する<color=#ff9900>スキル</color>を\n獲得することができます。\nスキルが発動する条件には<color=#ff9900>レースの距離</color>やウマ娘の<color=#ff9900>作戦</color>など\nさまざまな条件があるので、<color=#ff9900>距離適性</color>や<color=#ff9900>脚質適性</color>に合う\nスキルを獲得しましょう。","By spending <color=#ff9900>Skill Points</color>, you can acquire <color=#ff9900>skills</color> that will be activated during races. There are various conditions that activate skills, such as the <color=#ff9900>race distance and the strategy of the horse girl</color>, so try to <color=#ff9900>acquire skills that match her distance aptitude and strategy</color>."
"<color=#ff9900>サポートカードイベント</color>や<color=#ff9900>育成ウマ娘イベント</color>の結果で\nスキルの<color=#ff9900>ヒントLv</color>がアップすることがあります。\nヒントLvに応じて<color=#ff9900>消費するスキルPtが割引</color>されるので、\n獲得したいスキルを所持しているサポートカードを\n編成してお得にスキルを獲得しましょう。","The <color=#ff9900>hint Lv</color> of a skill may be increased by the result of a <color=#ff9900>Support Card or Uma Musume Event</color>. The skill Pt you <color=#ff9900>consume will be discounted</color> depending on the hint Lv, so organize support cards that have the skills you want to acquire to get the best deals."
"スキルには大きく分けて次の3種類があります。\n・<color=#ff9900>固有スキル</color>：育成ウマ娘が最初から獲得済みの特別なスキル。\n・<color=#ff9900>レアスキル</color>：特別な場面でヒントを得られる強力なスキル。\n・<color=#ff9900>ノーマルスキル</color>：様々な場面でヒントを得られるスキル。\nなお、<color=#ff9900>特定の因子の継承</color>でのみ獲得できるスキルも存在します。","There are three main types of skills as follows. <color=#ff9900>Unique skills</color> are special skills that your horse girl has already acquired from the start. <color=#ff9900>Rare skills</color> are powerful skills for which you obtain hints in special situations. <color=#ff9900>Normal Skills</color> are skills whose hints are foud in various situations. There are also skills that can only be acquired by <color=#ff9900>inheriting certain factors</color>."
"サポートカードのLvを一定までUPすると\n<color=#ff9900>チーム競技場のスコアをUP</color>させる\n<color=#ff9900>サポート応援ボーナス</color>を獲得できます。\nたくさんのサポートカードのLvをUPしましょう！","If you raise the level of your support card to a certain level, you will get a <color=#ff9900>support cheer bonus that will increase your score in the team arena</color>. Let's raise the lvl of many support cards!"
"イベントやキャンペーンなどで解放された<color=#ff9900>限定ストーリー</color>を閲覧することができます。","You can view <color=#ff9900>limited stories</color> that have been released through events and campaigns."
"自分の走り方がわからなくなってしまったスペシャルウィークと\nダイワスカーレット。そんな2人をマルゼンスキーは誘い出す。\n「マブくてナウい最高の場所なのよ！」連れて行かれたそこは、\nディスコとナタデココが煌めくリゾート、バブリーランドだった！\nきらびやかなその場所で、2人は大切なことを思い出す。","Special Week and Daiwa Scarlet have lost track of their own running style. Marzenski lures them out. \"Marzenski invites them to a place that's both cool and cool! They are taken to Babbleland, a resort where disco and nata de coco sparkle!\nIn this glittering place, the two remember something important."
"イベント期間中に<color=#ff9900>ウマ娘を育成</color>し、<color=#ff9900>イベントPt</color>を獲得しましょう。\nイベントPtを集めることで様々な<color=#ff9900>報酬</color>を獲得できます。","During the event period, <color=#ff9900>train your horse girl</color> and earn <color=#ff9900>Event Points</color> By collecting Event Points, you can earn various <color=#ff9900>rewards</color>."
"イベントPtを集めることで\n<color=#ff9900>イベント限定ストーリー</color>を進められます。\nストーリーを進めたりイベントミッションをクリアすることで、\n<color=#ff9900>イベント限定報酬サポートカード</color>や\n<color=#ff9900>イベント限定称号</color>を獲得できます。","Collecting Event Points will allow you to advance through the <color=#ff9900>event-only story</color> By advancing the story and clearing event missions, you can earn <color=#ff9900>event limited reward support cards and event limited titles</color>."
"<color=#ff9900>イベントボーナスウマ娘</color>を育成したり、\n<color=#ff9900>イベントボーナスサポートカード</color>を編成して育成することで、\n獲得する<color=#ff9900>イベントPtにボーナス</color>が付きます。","By training the <color=#ff9900>Event Bonus Uma Musume</color>, or by organizing and training the <color=#ff9900>Event Bonus Support Cards</color>, you will receive a <color=#ff9900>bonus on the Event Pt</color> you earn."
"イベントミッションを達成すると\n<color=#ff9900>イベントPt</color>と<color=#ff9900>ルーレットコイン</color>が手に入ります。\n毎日更新される<color=#ff9900>デイリーミッション</color>でも\nイベントPtが獲得できます。","You can get <color=#ff9900>event Pt and roulette coins</color> by completing event missions You can also earn EventPt from the <color=#ff9900>daily missions</color> that are updated every day."
"<color=#ff9900>ルーレットコイン</color>を使って<color=#ff9900>ルーレットダービー</color>が遊べます。\n<color=#ff9900>ビンゴを達成</color>すると、\n<color=#ff9900>イベント限定サポートカード</color>や<color=#ff9900>アイテム</color>を獲得できます。","You can play <color=#ff9900>roulette derby</color> using <color=#ff9900>roulette coins</color> If you <color=#ff9900>achieve bingo</color>, you can get <color=#ff9900>event limited support cards and items</color>."
"イベント期間中に<color=#ff9900>ウマ娘を育成</color>したり、\n<color=#ff9900>イベントミッション</color>を達成することで\n<color=#ff9900>ルーレットコイン</color>を獲得できます。\n<color=#ff9900>ルーレットコイン</color>を集めると\n<color=#ff9900>ルーレットダービー</color>に挑戦することができます。","During the event period, you can earn <color=#ff9900>roulette coins</color> by <color=#ff9900>training Uma Musume</color> and completing <color=#ff9900>event missions</color> If you collect <color=#ff9900>roulette coins</color>, you can challenge the <color=#ff9900>roulette derby</color>."
"ルーレットダービーでの着順に応じて\n<color=#ff9900>ルーレット報酬</color>を獲得できます。\n手に入れたことのないルーレット報酬を獲得したときは\nBINGOのチャンス！","You can get <color=#ff9900>roulette rewards</color> according to your finishing order in the roulette derby. When you get a roulette reward you've never gotten before, it's your chance to BINGO!"
"獲得したルーレット報酬に応じたマスが埋まります。\n縦・横・斜めの連続する3マスが埋まると<color=#ff9900>1ライン完成</color>となり、\n完成したラインの本数に応じた<color=#ff9900>BINGO報酬</color>を獲得できます。\n<color=#ff9900>8ライン</color>BINGOを完成させると、\nビンゴシートの交換ができるようになります。","The squares will be filled according to the roulette reward you have earned When three consecutive squares are filled (vertically, horizontally, or diagonally), <color=#ff9900>a line is completed</color>, and you will receive a <color=#ff9900>BINGO reward</color> based on the number of lines completed Once you have completed <color=#ff9900>8 lines of BINGO</color>, you will be able to exchange your bingo sheet."
"6月後半と12月後半のターン終了後に開催される\n<color=#ff9900>アオハル杯</color>に出走して、チームで勝利を目指しましょう。\n見事レースに勝利すれば<color=#ff9900>チームランキング</color>が上がり、\n<color=#ff9900>育成ウマ娘やチームメンバー</color>が<color=#ff9900>成長</color>します。\n<color=#ff9900>アオハル杯でより多く勝利を収めて</color>強いウマ娘を育成しましょう！","Run in the <color=#ff9900>Aoharu Hai</color>, which is held after the turn in the second half of June and December, and aim for victory with your team If you win the race successfully, your <color=#ff9900>team ranking</color> will increase, and the <color=#ff9900>Uma Musume you train and your team members will grow</color> <color=#ff9900>Let's win more Aoharu Hai</color> and train stronger Uma Musume!"
